,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
1705,s1706,Movie,Darwin's Game,,,Japan,2020-05-01,2020,1 Season,,"Action, Adventure, Anime","An unpredictable superpowered battle. Kaname Sudo, an ordinary high school student, receives an invitation to try a mysterious app called ""Darwin's Game."" Kaname, upon launching the app, is drawn into a game where players fight one another using superpowers called Sigils. Without knowing the reason for all this, can Kaname survive furious battles against the powerful players who attack him?"
1706,s1707,Movie,Dismissed,,,United States,2020-05-01,2017,87 min,,"Horror, Thriller",A discouraged high school teacher is thrilled by an honor studentâ€™s arrival until he realizes how far the vengeful scholar will go for a perfect GPA.
1707,s1708,Movie,F the Prom,,,United States,2020-05-01,2017,92 min,,Comedy,"Former best friends Maddy and Cole exist on opposite ends of the high school social spectrum. When Maddyâ€™s reign as most popular girl abruptly ends, the duo reconnects as they conspire to ruin the ultimate popularity contest: senior prom."
1708,s1709,Movie,Ghost Team (Unrated),,,,2020-05-01,2016,PG-13,85 min,"Action, Adventure, Comedy","Determined to catch some ghosts on film, a paranormal-obsessed man mounts his own investigation into the beyond with his depressed best friend, misfit nephew, a cable access medium and an overeager security guard by his side."
1709,s1710,Movie,Harry Benson: Shoot First,,,United States,2020-05-01,2016,90 min,,Documentaries,Harry Benson: Shoot First charts the illustrious career of the renowned photographer who initially rose to fame alongside The Beatles.
1710,s1711,Movie,I Am Alone,,,United States,2020-05-01,2015,89 min,,"Action, Adventure, Horror","An unknown virus begins to spread infecting the local population almost instantly, but footage found by the CDC of one man's survival may just help them find a cure."
1711,s1712,Movie,In the Radiant City,,,,2020-05-01,2017,,95 min,Drama,"A man returns to rural Kentucky where his family, fragmented and haunted, carry the stigma of a murder his brother committed twenty years ago."
1712,s1713,Movie,Missing 411,,,,2020-05-01,2017,,98 min,Documentaries,Based on the books series written by David Paulides Missing 411 chronicles the unsolved yet eerily similar disappearances of five children in the wilds of North America across multiple decades.
1713,s1714,Movie,The Dinner,,,United States,2020-05-01,2017,R,120 min,"Drama, Horror, Thriller","Two estranged brothers and their wives meet at a restaurant to discuss a grotesque crime committed by their sons. With their involvement still a secret, they must decide how far theyâ€™ll go to protect the ones they love."
1714,s1715,Movie,Toxic Beauty,,,,2020-04-27,2019,TV-PG,91 min,Documentaries,Toxic Beauty is a documentary feature that follows the class action lawsuit against Johnson & Johnson and the plaintiffs: women fighting for justice in a race against time.
1716,s1717,Movie,Cunningham,,,"Germany, France, United States",2020-04-23,2019,PG,93 min,"Documentaries, Music","Traces legendary American choreographer Merce Cunninghamâ€™s artistic evolution from his early years in postwar New York to his emergence as one of the worldâ€™s most visionary choreographers. A breathtaking explosion of dance, music."
1717,s1718,Movie,Hubble 30th Anniversary,,,,2020-04-22,2020,,,"Documentaries, Science & Technology","Hubble's launch and deployment in April 1990 marked the most significant advance in astronomy since Galileo's telescope. Thanks to five servicing missions and more than 30 years of operation, our view of the universe and our place within it has never been the same. This documentary celebrates not only the scientific and technological achievements of this telescope, but also the human spirit thatâ€™s helped to keep it up and operational for all these years."
1718,s1719,Movie,A Kind of Murder,,,United States,2020-04-20,2016,R,96 min,"Crime, Drama, Horror","Patrick Wilson and Jessica Biel star in this Hitchcockian noir based on a novel by Patricia Highsmith (The Talented Mr. Ripley, Carol)."
1719,s1720,Movie,ABC News Archives: Earth Day,,,,2020-04-20,1970,,,"Classics, News","Revisit how Earth Day in the U.S. has been recognized over the years, starting with the first event in 1970."
1720,s1721,Movie,Detail: 1998 Chicago Bulls,,,,2020-04-20,2020,,,Sports,"Analyzing key games during Chicago's run to their sixth NBA Finals championship. Dennis Rodman, Steve Kerr and head coach Phil Jackson provide unique insights into the strategies that made their Bulls one of the greatest teams in sports history."
1721,s1722,Movie,Paranormal Activity 3,,,United States,2020-04-20,2011,R,84 min,"Horror, Thriller","In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home."
1722,s1723,Movie,100 Streets,,,United Kingdom,2020-04-15,2016,94 min,,Drama,"Three people, three extraordinary stories. All lived out within a hundred London streets."
1723,s1724,Movie,2 Days in Paris,,,"France, Germany",2020-04-15,2007,R,101 min,"Comedy, Drama, Romance","2 Days in Paris, follows a New York couple, French photographer Marion (Julie Delpy), and American interior designer Jack (Adam Goldberg), as they attempt to re-infuse their relationship with romance on a European vacation."
1724,s1725,Movie,Blame,,,United States,2020-04-15,2017,99 min,,Drama,"A drama teacher's taboo relationship with an unstable student strikes a nerve in her jealous classmate, sparking a vengeful chain of events within their suburban high school that draws parallels to 'The Crucible'."
1725,s1726,Movie,This is Not Berlin,,,Mexico,2020-04-15,2019,112 min,,"Drama, Latino","In the 1980s, an outsider gets invited to a mythical nightclub where he's unleashed to punk, sexual liberty and drugs."
1728,s1729,Movie,Vault,,,United States,2020-04-14,2019,R,99 min,"Crime, Drama","VAULT tells the true story of a group of small time criminals who attempt to pull off the biggest heist in American history: stealing over $30 million from the Mafia in the smallest state in the union, Rhode Island."
1729,s1730,Movie,Little Joe,,,"Austria, United Kingdom, Germany, France",2020-04-09,2019,105 min,,"Drama, Horror, Science Fiction","Alice is a corporate plant breeder. Against company policy, she takes home her newest creation â€“ Â a flower capable of making its owner happy. But as â€˜Little Joeâ€™ grows, so too do suspicions that it may not be as harmless as it seems."
1730,s1731,Movie,13 Assassins,,,,2020-04-08,2011,R,125 min,"Action, Adventure, Drama","Cult director Takashi Miike (Ichi the Killer, Audition) delivers a bravado period action film set at the end of Japanâ€™s feudal era. 13 Assassins is centered around a group of elite samurai who are secretly enlisted to bring down a sadistic lord."
1731,s1732,Movie,Barking Dogs Never Bite,,,South Korea,2020-04-08,2000,NR,110 min,"Comedy, International","In Bong Joon-hoâ€™s directorial debut, a couple is driven to distraction by a yapping dog located in their apartment complex. Determined to relieve their annoyance, they take extreme action against his tormentor."
1732,s1733,Movie,Cashback,,,,2020-04-08,2007,R,102 min,"Comedy, Drama, International","Ben develops insomnia after a painful breakup. To kill time, he takes a night shift at the local supermarket. Dealing with the boredom of an eight-hour shift, Ben imagines freezing time, which allows him to see the beauty of the everyday world."
1733,s1734,Movie,Force Majeure,,,"Sweden, France, Norway, Denmark",2020-04-08,2014,R,120 min,"Comedy, Drama","A wickedly funny psychodrama of a model Swedish family â€“ Tomas, his wife, and their children â€“ on a skiing holiday. An avalanche suddenly bears down on them. Tomas makes a decision that leaves him struggling to reclaim his role as family patriarch."
1734,s1735,Movie,Jesus Camp,,,United States,2020-04-08,2006,PG-13,85 min,Documentaries,"Jesus camp follows three kids to Pastor Becky Fischer's ""Kids on Fire"" camp where young kids are taught to become Christian soldiers in ""God's army."" The kids hone their ""prophetic gifts"" and are schooled in how to ""take back America for Christ."""
1735,s1736,Movie,Let the Right One In,,,Sweden,2020-04-08,2008,R,115 min,"Drama, Horror, International","Lonely, 12-year-old Oskar is regularly bullied by his stronger classmates. Â A new friendship develops when Eli, a pale, serious young girl who only comes out at night, moves in next door."
1736,s1737,Movie,Melancholia,,,"Denmark, Sweden, France, Germany",2020-04-08,2011,R,135 min,"Drama, Science Fiction",Justine (Kirsten Dunst) and Michael (Alexander SkarsgÃ¥rd) celebrate their marriage at a sumptuous party in the home of Justineâ€™s sister Claire (Charlotte Gainsbourg) and brother-in-law John (Kiefer Sutherland).
1737,s1738,Movie,Mother,,,South Korea,2020-04-08,2009,R,129 min,"Crime, Drama, Horror",A woman embarks on an obsessive quest to clear her son's name of murder.
1738,s1739,Movie,Parasite,,,South Korea,2020-04-08,2019,R,132 min,"Comedy, Drama, Horror","Greed, class discrimination, and a mysterious interloper threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan."
1739,s1740,Movie,The Host,,,,2020-04-08,2006,R,120 min,"Horror, Science Fiction, Thriller",A South Korean family must save a daughter from a horrible monster that emerged from the Han River.
1740,s1741,Movie,The Queen of Versailles,,,"United States, Netherlands, United Kingdom, Denmark",2020-04-08,2012,PG,101 min,Documentaries,The Queen of Versailles is a character-driven documentary about a billionaire family and their financial challenges in the wake of the economic crisis.
1741,s1742,Movie,MLS,,,,2020-04-06,2009,,,Sports,
1743,s1744,Movie,Pooka Lives!,,,,2020-04-03,2020,TV-MA,80 min,Horror,"A group of thirty-something friends from high school create their own Creepypasta about Pooka for laughs, but are shocked when it becomes so viral on the Internet that it actually manifests more murderous versions of the creature."
